Borough,Park or Playground,Week Start Date,Week End date,Sunday Attendance,Monday Attendance,Tuesday Attendance,Wednesday Attendance,Thursday Attendance,Friday Attendance,Saturday Attendance,Total Attendance
Brooklyn,Osborn Playground,07/16/2017,07/22/2017,0,0,32,33,30,36,35,166
Bronx,Echo Park,07/16/2017,07/22/2017,0,0,43,15,43,28,20,149
Bronx,People's Park,07/16/2017,07/22/2017,0,0,0,22,35,42,56,155
Bronx,Mullaly Skate Park,07/16/2017,07/22/2017,0,0,30,70,90,95,102,387
Bronx,Willis Playground - CPI,07/16/2017,07/22/2017,0,0,70,82,85,75,67,379
Bronx,Barreto Playground - CPI,07/16/2017,07/22/2017,0,0,46,63,64,49,0,222
Bronx,Slattery Playground - CPI,07/16/2017,07/22/2017,0,0,75,80,70,80,0,305
Bronx,Mott Playground - CPI,07/16/2017,07/22/2017,0,0,30,55,65,59,0,209
Bronx,Flynn Playground - CPI,07/16/2017,07/22/2017,0,0,22,48,46,43,0,159
Bronx,Dawson Playground - CPI,07/16/2017,07/22/2017,0,0,83,90,76,120,107,476
Bronx,Tiffany Playground,07/16/2017,07/22/2017,0,0,65,75,35,55,45,275
Bronx,St. James Park,07/16/2017,07/22/2017,0,0,180,172,167,181,125,825
Bronx,Horseshoe Playground - CPI,07/16/2017,07/22/2017,0,0,38,42,36,32,30,178
Bronx,Loreto Playground,07/16/2017,07/22/2017,0,0,57,32,35,31,50,205
Bronx,Tremont Park,07/16/2017,07/22/2017,0,0,26,34,29,38,55,182
Bronx,St Mary's East Playground,07/16/2017,07/22/2017,0,0,50,35,40,55,0,180
Bronx,PFC Lozada Playground - CPI,07/16/2017,07/22/2017,0,0,30,31,37,42,40,180
Queens,Maple Playground - CPI,06/04/2017,06/10/2017,0,0,301,343,421,333,306,1704
Bronx,Martin Van Buren Playground,07/16/2017,07/22/2017,0,0,67,47,50,60,0,224
Queens,Charybdis Playground - CPI,06/04/2017,06/10/2017,0,0,0,120,300,270,300,990
Queens,Athens Square Park - CPI,06/07/2017,06/13/2017,0,0,112,112,101,131,86,542
Bronx,Claremont Park,07/16/2017,07/22/2017,0,0,48,34,49,53,0,184
Bronx,Rev. James Polite Playground - CPI,07/16/2017,07/22/2017,0,0,0,0,0,0,0,0
Bronx,Abrams Playground,07/16/2017,07/22/2017,0,0,30,0,0,30,50,110
Brooklyn,St Andrew's Playground - CPI,07/16/2017,07/22/2017,0,0,71,57,60,68,77,333
Brooklyn,Brownsville Playground,07/16/2017,07/22/2017,0,0,31,40,45,30,58,204
Brooklyn,Carroll Park,07/16/2017,07/22/2017,0,0,65,45,35,35,50,230
Brooklyn,Hattie Carthan,07/16/2017,07/22/2017,0,0,4,18,2,17,5,46
Brooklyn,Rappoport Playground,07/16/2017,07/22/2017,0,0,245,110,130,165,180,830
Brooklyn,Sternberg Park - CPI,07/16/2017,07/22/2017,0,0,97,103,85,112,98,495
Brooklyn,Seth Low,07/09/2017,07/15/2017,250,150,210,100,115,0,0,825
Brooklyn,McLaughlin Park,07/16/2017,07/22/2017,0,0,33,16,12,14,21,96
Brooklyn,Dyker Beach Park - CPI,07/16/2017,07/22/2017,0,0,35,30,30,35,25,155
Brooklyn,Kaiser Park,07/16/2017,07/22/2017,0,0,11,15,21,10,13,70
Brooklyn,Garibaldi Playground - CPI,07/16/2017,07/22/2017,0,0,70,45,60,55,40,270
Brooklyn,John J Carty Park - CPI,07/16/2017,07/22/2017,45,0,0,35,20,30,15,145
Brooklyn,Maria Hernandez Park,07/16/2017,07/22/2017,0,0,55,50,40,60,45,250
Brooklyn,LINDEN PARK,07/16/2017,07/22/2017,0,0,90,80,100,100,60,430
Brooklyn,LINDEN PARK,07/01/2017,07/08/2017,0,0,89,95,81,109,110,484
Brooklyn,linden park,07/09/2017,07/15/2017,0,0,67,88,93,23,78,349
Manhattan,Columbus Park - CPI,07/11/2017,07/15/2017,0,0,615,748,0,0,741,2104
Manhattan,Tompkins Square Park - CPI,07/11/2017,07/15/2017,0,0,698,817,0,0,455,1970
Manhattan,Union Square,07/11/2017,07/15/2017,0,0,68,162,0,0,225,455
Manhattan,Little Flower,07/11/2017,07/15/2017,0,0,170,0,0,0,110,280
Manhattan,Seward Park - CPI,07/11/2017,07/15/2017,0,0,330,600,280,0,475,1685
Manhattan,St. Catherine's Park,07/11/2017,07/15/2017,0,0,110,135,0,0,160,405
Queens,Yellowstone Park,07/02/2017,07/09/2017,0,0,115,140,98,75,210,638
Queens,Buz O'Rourke,07/02/2017,07/09/2017,0,0,80,75,92,130,185,562
Queens,London Planetree,07/02/2017,07/09/2017,0,0,95,88,130,210,230,753
Queens,Lower Highland Playground,07/02/2017,07/09/2017,0,0,135,205,168,285,310,1103
Queens,Maple Playground - CPI,07/02/2017,07/09/2017,0,0,210,190,165,250,290,1105
Queens,Juniper Park,07/02/2017,07/09/2017,0,0,125,165,210,230,240,970
Queens,Charybdis Playground - CPI,07/02/2017,07/09/2017,0,0,210,185,165,190,270,1020
Queens,Athens Square Park - CPI,07/02/2017,07/09/2017,0,0,122,140,125,155,210,752
Brooklyn,Brownsville Playground,07/09/2017,07/15/2017,0,0,29,38,42,24,51,184
Brooklyn,Brownsville Playground,07/02/2017,07/08/2017,0,0,23,44,56,39,34,196
Brooklyn,Maria Hernandez Park,07/02/2017,07/08/2017,0,0,67,43,50,61,70,291
Brooklyn,St Johns Playground - CPI,07/09/2017,07/15/2017,0,60,60,70,80,85,0,355
Brooklyn,William Sheridan Playground - CPI,07/09/2017,07/15/2017,0,30,31,40,43,33,0,177
Brooklyn,Vincent Abate Playground - CPI,06/25/2017,07/01/2017,0,0,81,67,61,78,59,346
Brooklyn,Vincent Abate Playground - CPI,07/02/2017,07/08/2017,0,0,69,58,79,60,70,336
Brooklyn,Vincent Abate Playground - CPI,07/09/2017,07/15/2017,0,0,78,67,69,34,63,311
Brooklyn,Seth Low,07/09/2017,07/15/2017,0,0,123,103,218,45,178,667
Brooklyn,Dyker Beach Park - CPI,07/09/2017,07/15/2017,0,0,65,55,30,0,0,150
Brooklyn,Osborn Playground,07/09/2017,07/15/2017,0,0,38,40,23,30,36,167
Brooklyn,St Andrew's Playground - CPI,07/09/2017,07/15/2017,0,0,70,50,50,15,60,245
Brooklyn,Marion Hopkinson Playground - CPI,07/09/2017,07/15/2017,0,14,21,20,10,15,0,80
Brooklyn,Owls Head Park,07/09/2017,07/15/2017,0,0,57,31,71,0,61,220
Brooklyn,Lincoln Terrace Park,07/09/2017,07/15/2017,0,0,150,200,50,250,300,950
Brooklyn,John J Carty Park - CPI,07/09/2017,07/15/2017,25,0,0,30,45,0,15,115
Brooklyn,Betsy Head Playground,07/09/2017,07/15/2017,0,0,90,100,85,100,100,475
Brooklyn,Carroll Park,07/09/2017,07/15/2017,0,50,40,35,32,41,0,198
Brooklyn,Rappoport Playground,07/09/2017,07/15/2017,0,0,150,240,130,35,135,690
Brooklyn,Maria Hernandez Park,07/09/2017,07/15/2017,0,0,50,40,56,0,70,216
Brooklyn,Garibaldi Playground - CPI,07/09/2017,07/15/2017,0,0,75,80,50,5,45,255
Queens,Beach 30th Playground - CPI,07/09/2017,07/15/2017,0,0,245,143,203,0,102,693
Queens,Bayswater Park - CPI,07/09/2017,07/15/2017,0,0,117,192,284,0,252,845
Brooklyn,Hattie Carthan,07/09/2017,07/15/2017,19,0,58,11,22,2,0,112
Staten Island,PS 38,07/11/2017,07/15/2017,0,0,25,35,20,15,40,135
Staten Island,Westerleigh Park,07/11/2017,07/15/2017,0,0,75,50,50,0,300,475
Staten Island,Corporal Thompson - CPI,07/11/2017,07/15/2017,0,0,135,115,155,0,650,1055
Staten Island,PS 38,07/11/2017,07/15/2017,0,0,25,35,20,15,50,145
Staten Island,Mahoney Playground,07/11/2017,07/15/2017,0,0,31,40,34,22,46,173
Staten Island,Mason Playground,07/11/2017,07/15/2017,0,0,100,120,80,60,100,460
Queens,Colden Playground - CPI,07/09/2017,07/15/2017,0,0,46,30,30,0,25,131
Staten Island,PS 55/Martinson Playground,07/11/2017,07/15/2017,0,0,78,89,66,0,96,329
Staten Island,PS 14/Stapleton Playground,07/11/2017,07/15/2017,0,0,53,46,49,0,38,186
Manhattan,Tompkins Square Park - CPI,07/04/2017,07/08/2017,0,0,0,645,600,365,409,2019
Manhattan,Union Square,07/04/2017,07/08/2017,0,0,0,189,134,178,225,726
Manhattan,Little Flower,07/04/2017,07/08/2017,0,0,0,0,83,63,55,201
Manhattan,Columbus Park - CPI,07/04/2017,07/08/2017,0,0,0,0,686,335,634,1655
Manhattan,Wright Brothers Playground,07/04/2017,07/08/2017,0,0,0,177,90,83,105,455
Manhattan,J Hood Wright - CPI,07/04/2017,07/08/2017,0,0,0,112,80,52,104,348
Manhattan,Frederick Johnson Park,06/27/2017,07/01/2017,0,0,105,127,101,107,245,685
Manhattan,Frederick Johnson Park,07/04/2017,07/08/2017,0,0,0,145,136,32,109,422
Manhattan,Bloomingdale Playground,07/04/2017,07/08/2017,0,0,0,100,115,55,40,310
Manhattan,Poor Richard's Playground - CPI,07/04/2017,07/08/2017,0,0,0,100,75,80,100,355
Manhattan,Marcus Garvey,07/04/2017,07/08/2017,0,0,0,160,140,150,130,580
Manhattan,Bennett Playground,07/04/2017,07/08/2017,0,0,0,200,160,120,160,640
Manhattan,Raoul Wallenberg Playground - CPI,07/04/2017,07/08/2017,0,0,0,130,100,30,75,335
Manhattan,Seward Park - CPI,07/04/2017,07/08/2017,0,0,0,300,315,200,350,1165
Manhattan,St. Catherine's Park,07/04/2017,07/08/2017,0,0,0,190,95,0,0,285
Manhattan,White Park - CPI,07/04/2017,07/08/2017,0,0,0,50,22,32,65,169
Manhattan,Columbus Park - CPI,06/27/2017,07/01/2017,0,570,767,729,679,746,0,3491
Manhattan,Seward Park - CPI,06/27/2017,07/01/2017,0,0,500,450,350,380,310,1990
Manhattan,Union Square,06/27/2017,07/01/2017,0,0,187,223,203,171,225,1009
Manhattan,J Hood Wright - CPI,06/27/2017,07/01/2017,0,0,128,149,127,196,17,617
Manhattan,Bennett Playground,06/27/2017,07/01/2017,0,0,300,280,220,180,120,1100
Manhattan,Tompkins Square Park - CPI,06/27/2017,07/01/2017,0,0,954,1268,965,438,517,4142
Manhattan,White Park - CPI,06/27/2017,07/01/2017,0,0,88,171,92,50,31,432
Manhattan,Bloomingdale Playground,06/27/2017,07/01/2017,0,0,110,90,55,65,80,400
Manhattan,Poor Richard's Playground - CPI,06/27/2017,07/01/2017,0,0,0,100,100,100,0,300
Manhattan,Marcus Garvey,06/27/2017,07/01/2017,0,0,150,20,140,150,120,580
Manhattan,Little Flower,06/27/2017,07/01/2017,0,0,165,150,0,120,65,500
Manhattan,Raoul Wallenberg Playground - CPI,06/27/2017,07/01/2017,140,150,110,135,0,0,0,535
Manhattan,Wright Brothers Playground,06/27/2017,07/01/2017,0,0,147,200,137,126,140,750
Bronx,Echo Park,07/09/2017,07/15/2017,0,0,120,110,85,0,0,315
Queens,Linden Playground (Park of the Americas) - CPI,07/02/2017,07/08/2017,0,0,0,595,680,0,795,2070
Bronx,Loreto Playground,07/09/2017,07/15/2017,0,0,67,46,63,0,0,176
Bronx,Tremont Park,07/09/2017,07/15/2017,0,0,30,20,20,0,50,120
Bronx,St. James Park,07/09/2017,07/15/2017,0,0,175,125,0,0,180,480
Bronx,Abrams Playground,07/09/2017,07/15/2017,0,0,23,28,30,0,29,110
Bronx,St Mary's East Playground,07/09/2017,07/15/2017,0,0,35,42,53,0,0,130
Bronx,Flynn Playground - CPI,07/09/2017,07/15/2017,0,0,25,35,25,0,0,85
Bronx,Rev. James Polite Playground - CPI,07/09/2017,07/15/2017,0,0,85,65,80,0,0,230
Bronx,Slattery Playground - CPI,07/09/2017,07/15/2017,0,0,70,70,70,0,65,275
Bronx,Martin Van Buren Playground,07/09/2017,07/15/2017,0,0,67,90,45,0,38,240
Bronx,Dawson Playground - CPI,07/09/2017,07/15/2017,0,0,70,56,36,0,52,214
Bronx,Barreto Playground - CPI,07/09/2017,07/15/2017,0,0,56,45,49,0,0,150
Bronx,Horseshoe Playground - CPI,07/09/2017,07/15/2017,0,0,27,47,31,0,30,135
Bronx,Claremont Park,07/09/2017,07/15/2017,0,0,48,49,45,0,56,198
Bronx,Tiffany Playground,07/09/2017,07/15/2017,0,0,110,50,35,0,50,245
Bronx,PFC Lozada Playground - CPI,07/09/2017,07/15/2017,0,0,22,21,27,0,30,100
Bronx,Clark Playground - CPI,07/09/2017,07/15/2017,0,0,20,30,25,0,35,110
Bronx,People's Park,07/09/2017,07/15/2017,0,0,30,42,50,0,29,151
Bronx,Willis Playground - CPI,07/09/2017,07/15/2017,0,0,75,57,58,0,50,240
Brooklyn,Bushclinton Playground,07/02/2017,07/08/2017,0,0,20,25,20,22,20,107
Brooklyn,Osborn Playground,07/02/2017,07/08/2017,25,0,0,30,33,35,0,123
Brooklyn,Osborn Playground,07/02/2017,07/08/2017,25,0,0,30,33,35,0,123
Brooklyn,Coffey Park,07/03/2017,07/08/2017,0,0,0,0,60,50,40,150
Staten Island,PS 14/Stapleton Playground,07/05/2017,07/08/2017,0,0,0,35,44,38,40,157
Brooklyn,Sternberg Park - CPI,07/02/2017,07/08/2017,0,0,67,50,89,10,88,304
Brooklyn,Garibaldi Playground - CPI,07/02/2017,07/08/2017,0,98,76,84,81,23,0,362
Brooklyn,Hattie Carthan,07/02/2017,07/08/2017,0,0,0,24,12,4,20,60
Brooklyn,Owls Head Park,07/02/2017,07/08/2017,0,0,64,52,61,0,45,222
Brooklyn,Rappoport Playground,07/02/2017,07/08/2017,0,0,87,200,180,80,120,667
Brooklyn,John J Carty Park - CPI,07/02/2017,07/08/2017,40,0,0,35,70,25,20,190
Brooklyn,Dyker Beach Park - CPI,07/02/2017,07/08/2017,0,50,0,60,60,0,70,240
Brooklyn,Kaiser Park,07/02/2017,07/08/2017,0,0,9,15,5,7,11,47
Brooklyn,McLaughlin Park,07/02/2017,07/08/2017,0,0,12,9,0,6,7,34
Queens,Maple Playground - CPI,07/02/2017,07/08/2017,0,0,0,308,363,0,412,1083
Queens,Hoover - Manton Playgrounds,06/25/2017,07/01/2017,0,0,168,552,412,368,0,1500
Brooklyn,St Andrew's Playground - CPI,07/02/2017,07/08/2017,0,60,0,40,60,48,0,208
Queens,Hoover - Manton Playgrounds,07/02/2017,07/08/2017,0,0,0,493,362,535,487,1877
Brooklyn,PO Reinaldo Salgado Playground,07/03/2017,07/08/2017,0,0,0,0,0,0,0,0
Brooklyn,Lincoln Terrace Park,07/02/2017,07/08/2017,0,200,0,150,250,230,0,830
Queens,Maple Playground - CPI,06/18/2017,06/24/2017,0,0,281,380,314,378,0,1353
Queens,Maple Playground - CPI,06/25/2017,07/01/2017,0,0,0,302,342,316,0,960
Bronx,Claremont Park,07/02/2017,07/08/2017,0,47,0,43,49,0,36,175
Bronx,St Mary's East Playground,07/02/2017,07/08/2017,0,35,0,30,45,0,45,155
Brooklyn,William Sheridan Playground - CPI,07/02/2017,07/08/2017,0,60,0,40,100,30,0,230
Queens,Bayswater Park - CPI,06/18/2017,06/24/2017,0,0,242,303,95,137,0,777
Queens,Bayswater Park - CPI,06/25/2017,07/01/2017,0,0,0,145,0,161,0,306
Queens,Beach 30th Playground - CPI,07/02/2017,07/08/2017,0,0,0,106,84,20,400,610
Queens,Beach 30th Playground - CPI,06/25/2017,07/01/2017,0,0,118,0,110,137,0,365
Queens,Beach 30th Playground - CPI,06/18/2017,06/24/2017,0,0,46,55,80,79,0,260
Queens,Charybdis Playground - CPI,07/02/2017,07/08/2017,0,0,0,195,90,0,95,380
Queens,Charybdis Playground - CPI,06/25/2017,07/01/2017,0,0,0,0,0,200,0,200
Queens,Charybdis Playground - CPI,06/17/2017,06/24/2017,0,0,125,140,175,250,0,690
Brooklyn,Seth Low,07/02/2017,07/08/2017,0,0,100,250,150,310,0,810
Brooklyn,Betsy Head Playground,07/02/2017,07/08/2017,0,0,90,100,85,100,100,475
Brooklyn,Carroll Park,07/02/2017,07/08/2017,0,0,30,40,40,50,40,200
Staten Island,Faber Park - CPI,07/05/2017,07/08/2017,0,0,0,67,90,98,78,333
Staten Island,Faber Park - CPI,06/27/2017,07/01/2017,0,0,60,87,90,76,90,403
Staten Island,Faber Park - CPI,06/20/2017,06/24/2017,0,0,78,90,76,82,74,400
Staten Island,PS 55/Martinson Playground,07/05/2017,07/08/2017,0,0,0,56,48,35,58,197
Staten Island,Mahoney Playground,06/20/2017,06/24/2017,0,0,0,39,43,32,40,154
Staten Island,Mahoney Playground,06/13/2017,06/17/2017,0,0,27,25,28,48,40,168
Staten Island,Mason Playground,06/27/2017,07/01/2017,0,0,80,180,120,160,140,680
Staten Island,Mason Playground,06/20/2017,06/24/2017,0,0,120,100,140,120,170,650
Staten Island,Mason Playground,06/13/2017,06/17/2017,0,0,100,120,160,140,180,700
Bronx,Tremont Park,07/02/2017,07/08/2017,0,0,0,15,12,0,35,62
Bronx,St. James Park,07/02/2017,07/08/2017,0,0,0,162,150,0,117,429
Bronx,Clark Playground - CPI,07/02/2017,07/08/2017,0,0,0,15,25,25,15,80
Bronx,Loreto Playground,07/02/2017,07/08/2017,0,0,0,50,54,0,58,162
Bronx,Echo Park,07/02/2017,07/08/2017,0,0,0,50,35,0,45,130
Bronx,Abrams Playground,07/02/2017,07/08/2017,0,0,0,20,22,0,28,70
Bronx,PFC Lozada Playground - CPI,07/02/2017,07/08/2017,0,0,0,0,14,0,23,37
Bronx,Willis Playground - CPI,07/02/2017,07/08/2017,0,0,0,65,45,0,40,150
Bronx,Flynn Playground - CPI,07/02/2017,07/08/2017,0,0,0,14,20,0,0,34
Bronx,Rev. James Polite Playground - CPI,07/02/2017,07/08/2017,0,0,0,0,0,0,65,65
Bronx,Slattery Playground - CPI,07/02/2017,07/08/2017,0,60,0,80,90,0,75,305
Bronx,Martin Van Buren Playground,07/02/2017,07/08/2017,0,0,0,55,80,0,0,135
Bronx,Dawson Playground - CPI,07/02/2017,07/08/2017,0,0,0,36,41,0,57,134
Bronx,People's Park,07/02/2017,07/08/2017,0,24,0,27,16,0,25,92
Bronx,Barreto Playground - CPI,07/02/2017,07/08/2017,0,0,0,51,50,0,54,155
Bronx,Horseshoe Playground - CPI,07/02/2017,07/08/2017,0,35,0,42,32,0,30,139
Bronx,Tiffany Playground,07/02/2017,07/08/2017,0,50,0,60,53,0,50,213
Brooklyn,Lincoln Terrace Park,06/25/2017,07/01/2017,0,250,200,200,250,150,0,1050
Brooklyn,Dyker Beach Park - CPI,06/25/2017,07/01/2017,0,0,60,55,70,75,0,260
Brooklyn,Kaiser Park,06/25/2017,07/01/2017,0,75,80,80,70,85,0,390
Brooklyn,Marion Hopkinson Playground - CPI,06/25/2017,07/01/2017,0,7,0,15,11,8,0,41
Brooklyn,St Andrew's Playground - CPI,06/25/2017,07/01/2017,0,0,70,76,69,81,75,371
Brooklyn,Seth Low,06/25/2017,07/01/2017,200,0,350,0,0,250,450,1250
Brooklyn,John J Carty Park - CPI,06/25/2017,07/01/2017,60,80,0,45,50,0,0,235
Brooklyn,William Sheridan Playground - CPI,06/25/2017,07/01/2017,0,0,80,80,60,30,0,250
Bronx,PFC Lozada Playground - CPI,06/25/2017,07/01/2017,0,0,24,23,34,39,10,130
Bronx,Willis Playground - CPI,06/25/2017,07/01/2017,0,0,25,56,64,64,60,269
Bronx,Flynn Playground - CPI,06/25/2017,07/01/2017,0,0,25,28,40,45,0,138
Bronx,Rev. James Polite Playground - CPI,06/25/2017,07/01/2017,0,0,12,0,38,45,40,135
Bronx,Slattery Playground - CPI,06/25/2017,07/01/2017,0,0,65,80,75,75,70,365
Bronx,Martin Van Buren Playground,06/25/2017,07/01/2017,0,0,52,76,75,80,100,383
Bronx,Dawson Playground - CPI,06/25/2017,07/01/2017,0,0,55,21,38,40,32,186
Bronx,People's Park,06/25/2017,07/01/2017,0,0,25,45,41,36,35,182
Bronx,St Mary's East Playground,06/25/2017,07/01/2017,0,0,40,45,30,40,40,195
Bronx,Barreto Playground - CPI,06/25/2017,07/01/2017,0,0,12,18,30,32,44,136
Bronx,Horseshoe Playground - CPI,06/25/2017,07/01/2017,0,0,0,34,31,47,42,154
Bronx,Claremont Park,06/25/2017,07/01/2017,0,0,37,46,48,52,46,229
Bronx,Tiffany Playground,06/25/2017,07/01/2017,0,0,30,25,27,50,50,182
Brooklyn,William Sheridan Playground - CPI,06/18/2017,06/23/2017,0,0,66,60,59,71,73,329
Brooklyn,John J Carty Park - CPI,06/18/2017,06/23/2017,45,59,0,0,68,70,60,302
Brooklyn,Garibaldi Playground - CPI,06/18/2017,06/23/2017,0,0,87,80,94,98,102,461
Brooklyn,Vincent Abate Playground - CPI,06/18/2017,06/23/2017,0,0,65,69,73,82,85,374
Brooklyn,Sternberg Park - CPI,06/18/2017,06/23/2017,0,70,74,81,79,88,0,392
Brooklyn,St Johns Playground - CPI,06/18/2017,06/23/2017,0,0,65,63,73,81,85,367
Brooklyn,Seth Low,06/18/2017,06/23/2017,0,0,81,101,93,79,110,464
Brooklyn,Kaiser Park,06/18/2017,06/23/2017,0,0,84,92,87,98,109,470
Brooklyn,Betsy Head Playground,06/18/2017,06/23/2017,0,0,65,70,50,70,80,335
Brooklyn,St Andrew's Playground - CPI,06/18/2017,06/23/2017,0,0,55,45,60,60,80,300
Brooklyn,Marion Hopkinson Playground - CPI,06/18/2017,06/23/2017,0,15,16,15,18,17,0,81
Brooklyn,Lincoln Terrace Park,06/18/2017,06/24/2017,0,0,300,250,350,300,0,1200
Brooklyn,Betsy Head Playground,06/10/2017,06/10/2017,0,0,0,0,0,0,0,0
Manhattan,Tompkins Square Park - CPI,06/20/2017,06/24/2017,0,0,654,671,615,490,697,3127
Manhattan,Poor Richard's Playground - CPI,06/20/2017,06/24/2017,0,0,30,100,75,50,100,355
Manhattan,J Hood Wright - CPI,06/20/2017,06/24/2017,0,0,158,124,108,70,0,460
Manhattan,Frederick Johnson Park,06/20/2017,06/24/2017,0,0,114,99,305,85,92,695
Manhattan,Frederick Johnson Park,06/13/2017,06/17/2017,0,0,0,0,0,56,30,86
Manhattan,White Park - CPI,06/20/2017,06/24/2017,0,0,45,0,102,29,275,451
Manhattan,Bloomingdale Playground,06/20/2017,06/24/2017,0,0,390,130,140,0,0,660
Manhattan,Marcus Garvey,06/20/2017,06/24/2017,0,0,130,130,140,150,350,900
Manhattan,Raoul Wallenberg Playground - CPI,06/20/2017,06/24/2017,0,60,120,165,0,170,160,675
Manhattan,Wright Brothers Playground,06/20/2017,06/24/2017,0,0,130,100,111,108,85,534
Manhattan,Bennett Playground,06/20/2017,06/24/2017,0,0,250,240,300,170,280,1240
Manhattan,Seward Park - CPI,06/20/2017,06/24/2017,0,0,315,380,325,300,350,1670
Manhattan,Little Flower,06/20/2017,06/24/2017,0,0,0,190,125,95,50,460
Manhattan,Columbus Park - CPI,06/20/2017,06/24/2017,0,0,701,723,0,253,812,2489
Bronx,PFC Lozada Playground - CPI,06/18/2017,06/24/2017,0,0,27,32,28,21,41,149
Bronx,Willis Playground - CPI,06/18/2017,06/24/2017,0,0,50,40,42,27,35,194
Bronx,Flynn Playground - CPI,06/18/2017,06/24/2017,0,0,15,0,12,7,27,61
Bronx,Rev. James Polite Playground - CPI,06/18/2017,06/24/2017,0,0,40,37,27,15,0,119
Bronx,Slattery Playground - CPI,06/18/2017,06/24/2017,0,0,0,60,50,70,0,180
Bronx,Martin Van Buren Playground,06/18/2017,06/24/2017,0,0,55,60,0,0,0,115
Bronx,Dawson Playground - CPI,06/18/2017,06/24/2017,0,0,42,51,32,18,40,183
Bronx,People's Park,06/18/2017,06/24/2017,0,0,25,0,0,0,0,25
Bronx,St Mary's East Playground,06/18/2017,06/24/2017,0,0,20,0,45,30,0,95
Bronx,Barreto Playground - CPI,06/18/2017,06/24/2017,0,0,18,7,14,12,24,75
Bronx,Horseshoe Playground - CPI,06/18/2017,06/24/2017,0,0,27,32,38,24,30,151
Bronx,Claremont Park,06/18/2017,06/24/2017,0,0,47,39,49,36,0,171
Bronx,Tiffany Playground,06/18/2017,06/24/2017,0,0,45,35,0,25,25,130
Brooklyn,Betsy Head Playground,06/13/2017,06/17/2017,0,0,72,68,63,41,56,300
Brooklyn,Vincent Abate Playground - CPI,06/13/2017,06/17/2017,0,0,37,42,48,27,34,188
Brooklyn,Marion Hopkinson Playground - CPI,06/13/2017,06/17/2017,0,0,55,62,67,20,78,282
Brooklyn,Seth Low,06/13/2017,06/17/2017,0,0,300,200,250,50,0,800
Brooklyn,Garibaldi Playground - CPI,06/13/2017,06/17/2017,0,0,80,95,110,120,0,405
Brooklyn,Lincoln Terrace Park,06/12/2017,06/17/2017,0,150,0,200,200,200,0,750
Brooklyn,William Sheridan Playground - CPI,06/13/2017,06/17/2017,0,0,60,60,10,30,0,160
Brooklyn,St Andrew's Playground - CPI,06/13/2017,06/17/2017,0,0,55,71,74,46,0,246
Brooklyn,John J Carty Park - CPI,06/11/2017,06/17/2017,40,0,0,70,65,115,0,290
Brooklyn,Dyker Beach Park - CPI,06/13/2017,06/17/2017,0,0,60,60,45,60,0,225
Brooklyn,Kaiser Park,06/13/2017,06/17/2017,0,0,115,130,110,111,0,466
Manhattan,Bennett Playground,06/13/2017,06/17/2017,0,0,230,240,260,80,160,970
Manhattan,Wright Brothers Playground,06/13/2017,06/17/2017,0,0,215,173,60,108,82,638
Manhattan,Raoul Wallenberg Playground - CPI,06/13/2017,06/17/2017,0,0,160,190,200,95,65,710
Manhattan,J Hood Wright - CPI,06/13/2017,06/17/2017,0,0,120,73,108,32,62,395
Manhattan,Union Square,06/13/2017,06/17/2017,0,0,109,164,152,158,144,727
Manhattan,Bloomingdale Playground,06/13/2017,06/17/2017,0,0,135,100,110,80,11,436
Manhattan,Columbus Park - CPI,06/13/2017,06/17/2017,0,0,600,648,718,445,786,3197
Manhattan,Tompkins Square Park - CPI,06/13/2017,06/17/2017,0,0,504,550,691,567,180,2492
Manhattan,Marcus Garvey,06/13/2017,06/17/2017,0,0,120,130,140,140,100,630
Manhattan,Seward Park - CPI,06/13/2017,06/17/2017,0,0,275,325,320,350,205,1475
Manhattan,Poor Richard's Playground - CPI,06/13/2017,06/17/2017,0,0,0,0,0,100,0,100
Staten Island,Corporal Thompson - CPI,06/13/2017,06/17/2017,0,0,125,140,145,230,0,640
Bronx,PFC Lozada Playground - CPI,06/11/2017,06/17/2017,0,0,12,26,22,0,9,69
Bronx,Willis Playground - CPI,06/11/2017,06/17/2017,0,0,19,37,34,0,10,100
Bronx,Flynn Playground - CPI,06/11/2017,06/17/2017,0,0,14,17,15,0,0,46
Bronx,Rev. James Polite Playground - CPI,06/11/2017,06/17/2017,0,0,25,35,40,0,0,100
Bronx,Slattery Playground - CPI,06/11/2017,06/17/2017,0,0,55,60,70,0,10,195
Bronx,Martin Van Buren Playground,06/11/2017,06/17/2017,0,0,67,56,75,0,0,198
Bronx,Dawson Playground - CPI,06/11/2017,06/17/2017,0,0,50,48,20,0,10,128
Bronx,People's Park,06/11/2017,06/17/2017,0,0,23,20,50,0,15,108
Bronx,St Mary's East Playground,06/11/2017,06/17/2017,0,0,35,41,33,0,0,109
Bronx,Barreto Playground - CPI,06/11/2017,06/17/2017,0,0,26,20,16,0,45,107
Bronx,Horseshoe Playground - CPI,06/11/2017,06/17/2017,0,0,44,40,34,0,15,133
Staten Island,Mason Playground,06/13/2017,06/17/2017,0,0,60,100,180,160,80,580
Bronx,Claremont Park,06/11/2017,06/17/2017,0,0,61,57,66,0,0,184
Staten Island,Faber Park - CPI,06/13/2017,06/17/2017,0,0,78,65,70,45,80,338
Bronx,Tiffany Playground,06/11/2017,06/17/2017,0,0,50,50,60,0,16,176
